ip,domain,numberOfPackets,totalMbSize,startTime,endTime,protocol
47.88.232.28,,5,0.003574999999999999,1574958314.5986776,1574958314.628033,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,5,0.018644,1574958314.8217626,1574958314.8244903,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,11,0.0007609999999999998,1574958314.838044,1574958314.843139,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958314.8455665,1574958314.8456142,tcp
179.60.192.2,edge-mqtt-shv-01-cdg2.facebook.com,2,0.00019099999999999998,1574958314.8238008,1574958314.8286533,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,6,0.0003959999999999999,1574958314.8469534,1574958314.847291,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958312.1582596,1574958312.158285,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.000167,1574958314.8873765,1574958314.8874853,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.016342999999999996,1574958314.888939,1574958314.8891435,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.00041,1574958314.8675287,1574958314.872275,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,15,0.07248700000000001,1574958314.8900244,1574958314.8986862,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.016319999999999998,1574958314.9055417,1574958314.909564,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,13,0.034671,1574958314.8950913,1574958315.0342672,tcp
47.88.232.28,,2,0.000413,1574958314.9464881,1574958314.9774797,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,3,0.00047999999999999996,1574958315.1102738,1574958315.114674,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.1319818,1574958315.1320746,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.1383395,1574958315.1384125,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,79,0.10978399999999995,1574958315.0498788,1574958315.137366,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.142242,1574958315.1422536,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,4,0.00026399999999999997,1574958315.1437483,1574958315.143937,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.1442358,1574958315.1455956,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.00014399999999999998,1574958315.1420798,1574958315.1440482,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,7,0.0004619999999999999,1574958315.1479511,1574958315.1484306,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,5,0.00036499999999999993,1574958315.1528416,1574958315.1530795,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.1563454,1574958315.1563761,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.1565394,1574958315.1566055,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.000167,1574958315.1575325,1574958315.1575463,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.008723999999999999,1574958315.1579514,1574958315.1579776,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,3,0.028526999999999997,1574958315.1583934,1574958315.159281,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.004265,1574958315.1612716,1574958315.161354,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.000148,1574958315.131071,1574958315.1357582,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.1632676,1574958315.1632988,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.000148,1574958315.133364,1574958315.1373527,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,3,0.00023299999999999997,1574958315.164509,1574958315.1646564,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.0006509999999999999,1574958315.165878,1574958315.1708794,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,15,0.002482000000000001,1574958315.1686842,1574958315.1846304,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,7,0.0004969999999999999,1574958315.1871681,1574958315.1876905,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,3,0.012552999999999998,1574958315.189844,1574958315.1898794,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,3,0.000198,1574958315.1902835,1574958315.1904438,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.1964233,1574958315.1964505,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.197699,1574958315.1977255,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,4,0.003633,1574958315.1635346,1574958315.1690087,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,4,0.003633,1574958315.1677086,1574958315.1726096,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.2007902,1574958315.2029572,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,20,0.06647,1574958315.196549,1574958315.2099044,tcp
157.240.1.19,edge-video-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.2034264,1574958315.2036507,tcp
157.240.1.23,xx-fbcdn-shv-01-lht6.fbcdn.net,2,0.00013199999999999998,1574958315.2248578,1574958315.2248917,tcp
